year,gdp_growth,inflation,unemployment,gdp_per_capita,population,food_production_index,cereal_yield,cereal_production_tonnes,agricultural_land_pct,dietary_energy_supply_adequacy,economic_stress_score,data_completeness_score,latitude,longitude,food_pressure_score,income_group_Low_income,income_group_Lower_middle_income,income_group_Not_classified,income_group_Upper_middle_income,inflation_unemployment,inflation_minus_growth,inflation_squared
2012,9.94715314257564,5.01018773134471,19.491,8.225055172150558,15.37164283682433,92.69,809.8,10.186726267881674,31.0,97.0,61.85,100.0,-4.2767,15.2662,81.73313247226879,False,True,False,False,97.65356907163975,-4.93696541123093,25.101981103317055
2013,-0.712434451876447,4.63161619729461,19.62094999999999,8.21566018515594,15.395952109956784,93.42,830.9,10.244266573063774,31.0842,97.0,80.36,100.0,-4.2767,15.2662,86.99962627808844,False,True,False,False,90.87670982630763,5.3440506491710575,21.451868599041784
2014,6.64606540928447,0.912139545450097,19.62094999999999,8.189310203998748,15.420112998324193,98.96,832.8,10.193583334645629,31.086,97.0,54.97,100.0,-4.2767,15.2662,78.18548440428276,False,True,False,False,17.89704441429907,-5.733925863834373,0.8319985503739096
2015,0.415193061293763,3.16909796750829,19.62094999999999,7.799897526756313,15.444276867618186,102.35,833.5,10.226335976466991,31.0627,97.0,77.67,100.0,-4.2767,15.2662,68.12867317935394,False,True,False,False,62.18071276558175,2.7539049062145273,10.043181927665175
2016,-5.126664870034081,3.19056179723773,19.62094999999999,7.6468826248785,15.468493857117297,98.69,845.6,10.27151174937025,31.0686,97.0,84.29,100.0,-4.2767,15.2662,86.8747707278467,False,True,False,False,62.601853495511605,8.317226667271811,10.179684581992852
2017,-5.126664870034081,0.450063823285546,19.62094999999999,7.701938532698889,15.49279625986241,99.98,860.4,10.304783983772072,31.072,97.0,69.58,100.0,-4.2767,15.2662,84.42574813129792,False,True,False,False,8.830679773494529,5.576728693319627,0.20255744503040318
2018,-2.30431780125842,1.15277896375523,19.62094999999999,7.899314558278654,15.517184657597689,101.35,870.8,10.306073854187822,31.0862,97.0,72.42,100.0,-4.2767,15.2662,82.0369632386049,False,True,False,False,22.618618408893166,3.4570967650136497,1.3288993392765818
2019,1.12447391976529,2.20607305781525,19.62094999999999,7.819806905431241,15.541248095233655,101.44,890.8,10.339368053835836,31.1632,97.0,76.18,100.0,-4.2767,15.2662,82.92431558663141,False,True,False,False,43.285249163740104,1.0815991380499599,4.866758336418327
2020,-5.126664870034081,1.79537147083107,19.62094999999999,7.598192125869337,15.565195860142282,102.18,889.0,10.30663397456819,31.119,97.0,73.4,100.0,-4.2767,15.2662,83.11670189834533,False,True,False,False,35.226893860602864,6.9220363408651515,3.2233587182741195
2021,1.01507036990908,1.7156427545126,19.62094999999999,7.830887574478043,15.589137284861842,105.06,867.5,10.30543213753536,31.2064,97.0,70.11,100.0,-4.2767,15.2662,80.49916301076901,False,True,False,False,33.66254070415398,0.7005723846035201,2.943430061111582
2022,1.47535613247133,3.04344334698477,19.62094999999999,7.87163089379423,15.613103810871117,106.13,891.8,10.32923621802669,31.1442,98.0,66.42,100.0,-4.2767,15.2662,78.68346280645278,False,True,False,False,59.7152497390208,1.5680872145134401,9.26254740630586
2002,2.50398046659659,6.35150728778872,14.481,7.795617604934949,17.5124742712189,77.55,3340.5,15.102335074858974,36.4414,123.0,63.24,100.0,4.60987,-74.082,34.125976848133185,False,False,False,True,91.97617703446845,3.8475268211921296,40.34164482683322
2003,3.91827190322513,7.1297886294186,13.221,7.746275667367799,17.52755536143462,79.92,3621.8,15.270622008455678,36.8303,123.0,61.97,100.0,4.60987,-74.082,32.76693889106904,False,False,False,True,94.26293546954332,3.2115167261934703,50.833885900186765
2004,5.33302206759905,5.90402005546502,13.717,7.944340363095549,17.542243733631764,81.84,3584.5,15.305906567701271,37.1281,122.0,59.98,100.0,4.60987,-74.082,36.80301429997921,False,False,False,True,80.98544310081368,0.5709979878659706,34.85745281533318
2005,4.82876110773741,5.05101962689695,11.062,8.148175562893282,17.556246375412684,83.08,3643.3,15.226147714398046,37.2735,122.0,56.95,100.0,4.60987,-74.082,36.552783582501,False,False,False,True,55.874379112734054,0.22225851915953942,25.5127992712982
2006,6.71686869844402,4.29342363628926,11.088,8.24034650020213,17.56950067419941,86.91,3358.8,15.119896138044902,36.938,121.0,52.84,100.0,4.60987,-74.082,38.85811749087788,False,False,False,True,47.605481279175315,-2.4234450621547596,18.433486520647293
2007,6.73819469090975,5.54438485815155,11.204,8.470295725872928,17.582169583867444,89.63,3599.2,15.205112692365208,37.1675,122.0,54.74,100.0,4.60987,-74.082,35.16287020871117,False,False,False,True,62.11928795072997,-1.1938098327582,30.740203455300183
2008,3.28344618616541,6.9968849555451,11.273,8.62026161563694,17.594203499071423,92.29,3664.2,15.279633407952772,37.3234,123.0,53.52,100.0,4.60987,-74.082,36.39886914591953,False,False,False,True,78.8758841038599,3.7134387693796898,48.95639908113335
2009,1.13964864548062,4.20251661216481,12.066,8.566359080103835,17.60585263581619,86.14,3611.3,15.245523913245792,37.2586,122.0,57.46,100.0,4.60987,-74.082,45.114560928594265,False,False,False,True,50.7075654423806,3.0628679666841894,17.66114587552119
2010,4.49465897070922,2.27200227892008,11.153,8.763943239030619,17.617212319197417,84.36,3410.4,15.07848351242553,37.2262,121.0,51.62,100.0,4.60987,-74.082,52.72608332529365,False,False,False,True,25.339641416795654,-2.22265669178914,5.161994355418037
2011,6.94789198173555,3.4150334477625,10.288,8.90950471175244,17.627925691726062,86.07,3351.5,15.150103570401152,36.5413,120.0,44.88,100.0,4.60987,-74.082,55.30087850223314,False,False,False,True,35.1338641105806,-3.53285853397305,11.66245344933663
2012,3.91263576716115,3.16930188840055,9.959,9.000803624606087,17.637954769771113,89.91,3381.8,15.176020599736264,37.3266,121.0,50.92,100.0,4.60987,-74.082,51.36250562607676,False,False,False,True,31.563077506581077,-0.7433338787606001,10.044474459819291
2013,5.13399351995672,2.01699224310383,9.246,9.021610633344846,17.647441862852087,95.51,3277.8,15.16730579406951,39.2517,124.0,46.14,100.0,4.60987,-74.082,47.05647713296285,False,False,False,True,18.649110279738014,-3.1170012768528896,4.06825770874102
2014,4.49903000110972,2.89883787761737,8.799,9.010450379884825,17.65636897829878,96.69,3754.6,15.12351415585935,39.238,126.0,50.4,100.0,4.60987,-74.082,48.15559891453049,False,False,False,True,25.50687448515524,-1.6001921234923495,8.403261040709179
2015,2.95590137527523,4.98983115849529,8.572,8.740259124573456,17.66501840188146,100.66,3893.5,15.097408546824015,39.2244,129.0,57.96,100.0,4.60987,-74.082,35.028988005939134,False,False,False,True,42.77283269062163,2.0339297832200605,24.89841499029045
2016,2.08738250162794,7.51346024627674,8.922,8.692967109746196,17.67492388716488,102.65,3792.5,15.197502695276794,39.2107,130.0,64.57,100.0,4.60987,-74.082,33.75263225161195,False,False,False,True,67.03509231728107,5.4260777446488,56.45208487238093
2017,1.35936086788746,4.3143132569501,9.086,8.776557933028654,17.689438659478032,99.79,3856.0,15.216143530601409,38.0881,130.0,65.28,100.0,4.60987,-74.082,45.43198662122825,False,False,False,True,39.19985025264861,2.9549523890626395,18.613298879095378
2018,2.56432428277704,3.24056932930569,9.36,8.827316786083182,17.707830037585527,75.57,4014.2,15.20069398472504,38.5794,130.0,62.6,100.0,4.60987,-74.082,53.487044924843495,False,False,False,True,30.331728922301256,0.67624504652865,10.50128957803673
2019,3.18685539245533,3.52301932741446,10.28,8.775479220289233,17.72569158799686,108.22,4167.0,15.217067897454855,38.8474,129.0,58.71,100.0,4.60987,-74.082,35.790435838205475,False,False,False,True,36.21663868582065,0.3361639349591301,12.411665181335835
2020,-5.126664870034081,2.52663500084706,15.983,8.583109596631536,17.74005480444382,108.71,4398.6,15.310314275684688,38.7596,130.0,64.0,100.0,4.60987,-74.082,35.94174450611435,False,False,False,True,40.38320721853856,7.653299870881141,6.383884427505422
2021,10.299999301348668,3.49505757399448,13.898,8.736107274160858,17.751019086768043,108.96,4278.9,15.332007004774235,37.7114,130.0,49.66,100.0,4.60987,-74.082,37.45485117348133,False,False,False,True,48.57431016337528,-6.804941727354189,12.21542744553618
2022,7.32827729427979,10.1772313546166,10.541,8.807089570761713,17.761702016113514,110.64,4397.1,15.332519856093503,36.6143,131.0,53.29,100.0,4.60987,-74.082,35.63516010330247,False,False,False,True,107.27819570901359,2.84895406033681,103.57603804539123
2002,4.59768263263243,3.53304214308077,4.372,6.640677471024895,13.233768785828047,63.46,935.5,8.48366743119107,70.3923,99.0,51.61,100.0,-11.6986,43.2418,81.85675348466573,False,True,False,False,15.446460249549126,-1.06464048955166,12.48238678478476
2003,1.93442812313498,3.799081366719,4.559,6.86765286857705,13.25303894604265,63.46,973.6,8.505365519460497,70.9296,103.0,58.69,100.0,-11.6986,43.2418,81.33514519976116,False,True,False,False,17.320011950871923,1.8646532435840202,14.433019230951507
2004,3.10041210399676,4.47499289078106,4.571,6.978478470211873,13.271998161620989,67.73,921.7,8.597168204490854,71.467,105.0,60.0,100.0,-11.6986,43.2418,78.19425240510132,False,True,False,False,20.455192503760223,1.3745807867842998,20.025561372541027
2005,5.66520240193151,3.0133239505812,4.527,7.0092173774777216,13.292406528814716,73.08,1128.4,8.599294701378087,71.467,107.0,47.17,100.0,-11.6986,43.2418,72.96062625906639,False,True,False,False,13.641317524281094,-2.65187845135031,9.080121231146292
2006,-1.75444679449394,3.37436360121204,4.482,7.038326493136364,13.31257704275383,88.93,1248.9,8.667912275763229,71.467,107.0,58.79,100.0,-11.6986,43.2418,64.98277585197012,False,True,False,False,15.123897660632364,5.12881039570598,11.386329713184686
2007,0.803599788247752,4.46616710098131,4.474,7.162968117903485,13.332507602399197,91.58,1378.9,8.745590119550915,71.467,107.0,60.24,100.0,-11.6986,43.2418,62.57845825071477,False,True,False,False,19.98163160979038,3.662567312733558,19.9466485738878
2008,3.96461118871815,1.7007817628453,4.416,7.283467243655421,13.35237608197196,93.68,1596.4,9.10840841652735,71.467,107.0,39.72,100.0,-11.6986,43.2418,61.01049274819485,False,True,False,False,7.510652264724845,-2.26382942587285,2.892658604827166
2009,3.24060198483924,4.36234829325719,4.303,7.252270207415258,13.372262582506938,96.56,1704.6,9.210081338429893,71.467,108.0,48.88,100.0,-11.6986,43.2418,59.65075563677224,False,True,False,False,18.771184705885688,1.1217463084179502,19.030082631683918
2010,3.77788070743117,3.35475770328919,4.19,7.235312352546042,13.392141628686025,98.51,1953.8,9.369632099655446,71.467,108.0,50.49,100.0,-11.6986,43.2418,56.1696030471391,False,True,False,False,14.056434776781709,-0.42312300414198,11.254399247778162
2011,4.14356479211455,1.8426630075619,4.12,7.334615140874649,13.41212877821976,99.91,1934.6,9.441225876878455,71.467,108.0,39.26,100.0,-11.6986,43.2418,56.33146103017818,False,True,False,False,7.591771591155028,-2.3009017845526505,3.3954069594370666
2012,3.16835627559691,6.31474450315177,4.091,7.30741363617243,13.43224373468366,100.19,1918.3,9.504158579783812,71.467,107.0,56.62,100.0,-11.6986,43.2418,57.68779526055823,False,True,False,False,25.833619762393894,3.1463882275548603,39.8759981400855
2013,4.4661636979028,-0.2732499966196445,3.98,7.380460238268951,13.453382199726912,101.46,1899.9,9.55841574537414,71.467,108.0,34.73,100.0,-11.6986,43.2418,56.530495360873054,False,True,False,False,-1.0875349865461852,-4.739413694522445,0.07466556065263573
2014,2.10666920560958,7.54755379096711,3.984,7.3881529751577775,13.47513631842175,99.0,1877.5,9.60366542019018,71.467,108.0,63.51,100.0,-11.6986,43.2418,64.68901436539194,False,True,False,False,30.069454303212968,5.44088458535753,56.96556822754199
2015,1.14747399397193,-0.117173884190069,4.031,7.193212740590986,13.496245622908775,98.76,1860.6,9.6403680029126,71.467,109.0,50.69,100.0,-11.6986,43.2418,73.69918807278724,False,True,False,False,-0.4723279271701681,-1.264647878161999,0.013729719136187701
2016,3.32039987961315,0.797517430888487,4.117,7.219996321761611,13.516756752789885,102.24,1843.6,9.675771061251782,71.467,110.0,47.51,100.0,-11.6986,43.2418,61.98642680260449,False,True,False,False,3.2833792629679013,-2.522882448724663,0.6360340525709727
2017,3.81570211280726,-0.237362224154613,4.049,7.261874321331208,13.536682506066116,102.62,1826.6,9.70996348123418,71.467,111.0,38.9,100.0,-11.6986,43.2418,65.08052795712113,False,True,False,False,-0.9610796456020281,-4.053064336961873,0.05634082545562475
2018,3.64259587408398,2.15155084413033,3.975,7.33198016443676,13.556209895871037,104.19,1800.2,9.743084031043104,71.467,111.0,49.55,100.0,-11.6986,43.2418,65.42722679101605,False,True,False,False,8.552414605418061,-1.49104502995365,4.629171034877936
2019,1.76070164655727,3.58213544469211,3.926,7.320680611299308,13.575448441445744,104.72,1782.6,9.775028985632323,71.467,111.0,62.01,100.0,-11.6986,43.2418,66.56899396252152,False,True,False,False,14.063463755861225,1.8214337981348399,12.83169434411954
2020,-0.195577456821965,0.786641929499151,4.468,7.326693650707716,13.595068354721723,105.85,1764.3,9.80609520652748,71.467,111.0,41.87,100.0,-11.6986,43.2418,67.46165300788287,False,True,False,False,3.5147161410022068,0.982219386321116,0.6188055252461473
2021,2.0001921183449,-0.0044179368234698,4.394,7.349856282929464,13.614831529134069,106.13,1761.5,9.83617184525126,71.467,110.0,46.8,100.0,-11.6986,43.2418,67.54232819293709,False,True,False,False,-0.019412414402326304,-2.0046100551683694,1.9518165776170428e-05
2022,2.60301031927843,12.5320314570998,3.879,7.290620006876902,13.63421527437178,106.65,1747.4,9.864423387128609,71.467,109.0,65.11,100.0,-11.6986,43.2418,67.81158512706652,False,True,False,False,48.61175002209012,9.929021137821369,157.05181244173892
2002,5.25089116960211,1.88453410076764,13.379,7.192617436237714,13.054185173985214,91.67,686.52,8.53070154144103,18.6104,106.0,52.11,100.0,14.9218,-23.5087,65.69393559273702,False,False,False,True,25.213181734170252,-3.3663570688344704,3.551468776956097
2003,4.17625932578332,1.18817038620528,13.604,7.449483842220626,13.067662177434242,92.17,686.52,9.405495886750224,18.6104,106.0,55.29,100.0,14.9218,-23.5087,65.3860360160704,False,False,False,True,16.163869933936628,-2.9880889395780406,1.411748866655204
2004,10.197072633926,-0.2732499966196445,13.456,7.565529557696499,13.08023010687067,94.58,686.52,9.210440366976515,18.8586,108.0,42.08,100.0,14.9218,-23.5087,64.62022095305088,False,False,False,True,-3.6768519545139364,-10.470322630545645,0.07466556065263573
2005,6.91245795720201,0.41889161285517,13.439,7.603472556100501,13.09214331657951,93.4,686.52,8.202208436436448,18.8586,110.0,45.98,100.0,14.9218,-23.5087,64.48379043802028,False,False,False,True,5.62948438516063,-6.49356634434684,0.17547018332040565
2006,7.98375044795048,5.36907687065548,13.378,7.722233266369608,13.10364731957768,91.64,686.52,8.760766624241956,18.8586,110.0,59.9,100.0,14.9218,-23.5087,66.27250092372955,False,False,False,True,71.827510375629,-2.614673577295,28.82698644300764
2007,10.299999301348668,4.41099704193488,13.294,8.10939839733334,13.114716212227703,97.89,686.52,8.395251520610994,18.8586,110.0,51.87,100.0,14.9218,-23.5087,63.84316270896736,False,False,False,True,58.63979467548229,-5.889002259413789,19.456894903958258
2008,7.03901129565128,6.77443546371142,13.307,8.271202842866236,13.125071706567704,91.88,686.52,8.992184362173012,19.3548,109.0,54.03,100.0,14.9218,-23.5087,71.54257633454212,False,False,False,True,90.14741271560787,-0.2645758319398599,45.89297585199096
2009,-1.50358672385678,0.991103480568084,13.517,8.20541525500598,13.13457254131076,95.51,686.52,8.907070776182689,19.3548,108.0,59.0,100.0,14.9218,-23.5087,71.20967383429148,False,False,False,True,13.396745746838791,2.494690204424864,0.9822861091941704
2010,1.83641914989978,2.07866470906423,10.67,8.183246579903031,13.141744347188022,92.52,686.52,8.860499167616016,19.3548,107.0,60.69,100.0,14.9218,-23.5087,75.00516668652945,False,False,False,True,22.17935244571533,0.2422455591644499,4.320846972709079
2011,3.92471821338283,4.47388342165023,10.956,8.294802823610066,13.145001197426827,96.86,686.52,8.62515033292133,19.603,108.0,59.13,100.0,14.9218,-23.5087,70.97661725564528,False,False,False,True,49.01586676759992,0.5491652082674001,20.01563287051677
2012,1.08364848376166,2.54039644167108,11.145,8.226256540594736,13.145993962828806,100.35,686.52,8.699848026000312,19.603,108.0,58.77,100.0,14.9218,-23.5087,67.23318511730587,False,False,False,True,28.312718342424187,1.45674795790942,6.453614080855085
2013,0.632136727385131,1.50654285701407,11.398,8.284498161594833,13.146521212880565,104.66,686.52,8.66319648553608,19.603,108.0,61.03,100.0,14.9218,-23.5087,65.78431270457804,False,False,False,True,17.171575484246368,0.8744061296289389,2.2696713800201165
2014,0.696666840118581,-0.238778144990623,11.689,8.29069578859466,13.14671837203256,99.26,686.52,6.97166860472579,19.603,107.0,58.47,100.0,14.9218,-23.5087,75.00747281006987,False,False,False,True,-2.7910777367953923,-0.935444985109204,0.05701500252516298
2015,0.936026507808833,0.131187999024544,11.923,8.136243899971252,13.146851090955543,100.69,686.52,9.068546366358296,19.603,106.0,63.38,100.0,14.9218,-23.5087,75.32276229663577,False,False,False,True,1.564154512369638,-0.804838508784289,0.01721029108806376
2016,4.28071482662371,-0.2732499966196445,12.085,8.191453647501287,13.147163301309806,100.05,686.52,8.63817111796914,19.603,105.0,49.53,100.0,14.9218,-23.5087,84.2689724404507,False,False,False,True,-3.302226209148404,-4.553964823243354,0.07466556065263573
2017,4.5513148102974,0.784415251101334,12.24,8.267216765451602,13.147824475122157,87.69,686.52,1.6094379124341005,19.603,106.0,54.48,100.0,14.9218,-23.5087,94.12618110005458,False,False,False,True,9.601242673480328,-3.7668995591960663,0.6153072861603689
2018,3.70696458310842,1.25615185860785,12.17,8.365431512402743,13.14884171171736,73.43,686.52,6.579806613301801,19.603,107.0,58.53,100.0,14.9218,-23.5087,94.78023497804162,False,False,False,True,15.287368119257534,-2.4508127245005698,1.5779174918839558
2019,6.94782634051859,1.10750930553819,12.123,8.385210581279843,13.150182803730594,73.93,686.52,6.46302945692067,19.603,107.0,53.54,100.0,14.9218,-23.5087,94.70909520630303,False,False,False,True,13.426335311039475,-5.840317034980401,1.2265768618536836
2020,-5.126664870034081,0.6057961856899,14.65,8.171946018904661,13.151300627298928,75.67,686.52,6.07073772800249,19.603,109.0,71.57,100.0,14.9218,-23.5087,93.4359448742825,False,False,False,True,8.874914120357035,5.732461055723981,0.3669890185964318
2021,7.03353010694514,1.86215256793885,13.932,8.287136824563373,13.1551209416425,75.92,686.52,6.1092475827643655,19.603,109.0,56.72,100.0,14.9218,-23.5087,93.46901127160832,False,False,False,True,25.943509576524058,-5.17137753900629,3.4676121862812535
2022,10.299999301348668,7.93092928079189,12.239,8.372008706269316,13.16108781358641,74.78,686.52,5.4053764388414445,19.603,109.0,57.56,100.0,14.9218,-23.5087,93.73975184175008,False,False,False,True,97.06664346761195,-2.3690700205567783,62.899639256922164
2002,3.41687639041064,9.16752048509118,6.396,8.311083367503816,15.220554541184528,69.17,3683.4,12.212894324877103,35.7339,116.0,54.38,100.0,9.63701,-84.0089,43.65153666909426,False,False,False,False,58.635461022643184,5.750644094680539,84.04343184456641
2003,4.31717986636224,9.44758091616983,6.654,8.336665679757726,15.235912824467457,71.89,3171.4,12.197445538829657,35.7926,115.0,54.65,100.0,9.63701,-84.0089,47.971944418318685,False,False,False,False,62.86420341619405,5.13040104980759,89.25678516757637
2004,4.42459959654504,12.3148150178852,6.445,8.396608873004919,15.250613892600509,72.85,3059.4,12.254200685782031,35.6556,115.0,60.57,100.0,9.63701,-84.0089,51.05965477722416,False,False,False,False,79.36898279027012,7.8902154213401605,151.65466892473086
2005,3.97666636818026,13.7982949108987,6.749,8.456170023983702,15.265070990375698,77.03,3189.1,12.188305744736011,35.3229,115.0,60.75,100.0,9.63701,-84.0089,50.30192368467615,False,False,False,False,93.12469235365532,9.821628542718441,190.39294244813297
2006,7.3266954325067,11.4705968149052,5.926,8.567429244753775,15.279076328717675,85.12,3759.0,12.241748621982644,35.5186,117.0,52.68,100.0,9.63701,-84.0089,40.87278222640917,False,False,False,False,67.97475672512822,4.1439013823985,131.57459129011332
2007,8.21513198348715,9.35724456417157,4.557,8.722370227027705,15.292616130051837,84.23,3538.2,12.202139320138,35.225,118.0,48.22,100.0,9.63701,-84.0089,45.94599073167842,False,False,False,False,42.64096347892985,1.1421125806844188,87.55802583371839
2008,4.73817487754022,13.4244635507283,4.934,8.844803796067978,15.30617777216384,82.76,3814.3,12.36410710229409,35.0881,119.0,51.91,100.0,9.63701,-84.0089,48.527659862246914,False,False,False,False,66.23630315929343,8.68628867318808,180.21622162483266
2009,-0.873455942787785,7.84270167700653,7.824,8.829621284677225,15.319541731450046,84.4,3790.7,12.55502877592791,35.5382,118.0,60.39,100.0,9.63701,-84.0089,50.04398186244743,False,False,False,False,61.36129792089909,8.716157619794314,61.507969594521036
2010,5.36034352634111,5.66275708420021,7.171,9.02000134532316,15.331947482357322,88.02,3199.2,12.565626441594707,35.5969,118.0,52.71,100.0,9.63701,-84.0089,53.49840246525432,False,False,False,False,40.60763105079971,0.30241355785910073,32.06681779465967
2011,4.40315923970431,4.87799830970702,9.518,9.13533565210738,15.343702405647711,91.15,3418.9,12.603092190054808,35.5969,117.0,52.44,100.0,9.63701,-84.0089,53.39997531340625,False,False,False,False,46.42878791179142,0.47483907000270964,23.79486750950454
2012,4.88259241025739,4.49545314354605,9.11,9.223059055760109,15.355370070380188,94.88,3621.5,12.353379962875424,35.4599,117.0,50.32,100.0,9.63701,-84.0089,46.42954994856985,False,False,False,False,40.95357813770451,-0.3871392667113396,20.209098965818065
2013,2.49476611209954,5.23133614174428,8.218,9.287693946821737,15.366502922674544,95.12,3283.3,12.38229229013266,35.2446,117.0,58.82,100.0,9.63701,-84.0089,54.17947792321692,False,False,False,False,42.99112041285449,2.73657002964474,27.36687782791993
2014,3.54210987765977,4.51920098516953,8.499,9.297664005722549,15.377252906934949,99.6,4497.5,12.36558606299812,34.9315,117.0,55.01,100.0,9.63701,-84.0089,42.66955573152169,False,False,False,False,38.40868917295583,0.9770911075097595,20.423177544357248
2015,3.65208096802883,0.801982005099623,8.415,9.36868600621485,15.387877556769274,98.62,3831.6,12.22497781140477,34.4264,118.0,48.08,100.0,9.63701,-84.0089,56.71989068704018,False,False,False,False,6.748678572913327,-2.850098962929207,0.6431751365036118
2016,4.20432325175899,-0.0174788505908217,8.085,9.40030185015818,15.39798808335019,101.78,4026.1,12.27317506457072,34.1044,120.0,40.3,100.0,9.63701,-84.0089,44.76351408342176,False,False,False,False,-0.14131650702679346,-4.221802102349812,0.00030551021797626816
2017,4.1576989627609,1.62590692991731,7.729,9.418824215099042,15.407431540903598,104.26,3731.0,11.980250510010205,33.7823,121.0,44.19,100.0,9.63701,-84.0089,43.17868488778067,False,False,False,False,12.566634661330887,-2.5317920328435903,2.643573344753132
2018,2.6159044043379,2.2211146152658,9.01,9.440757357870323,15.41647648425498,105.42,4210.1,12.19451561963352,33.6933,123.0,52.23,100.0,9.63701,-84.0089,39.32378400789892,False,False,False,False,20.01224268354486,-0.39478978907209994,4.933350134147343
2019,2.41751181762513,2.09604635327807,10.807,9.46387236149845,15.424859266419816,96.39,4052.4,12.045447216346316,33.6042,123.0,56.79,100.0,9.63701,-84.0089,56.08308016637425,False,False,False,False,22.651972939876106,-0.3214654643470598,4.393410315090296
2020,-4.27335432161462,0.724911478131375,16.432,9.425052429693231,15.431789219032966,99.21,3357.1,11.929567873668518,33.5151,124.0,55.38,100.0,9.63701,-84.0089,57.82641369280059,False,False,False,False,11.911745408654753,4.998265799745995,0.525496651126615
2021,7.93576224743147,1.72647755109241,15.139,9.46025192503488,15.436874867348244,101.32,4311.2,11.964287667465396,33.3166,123.0,45.55,100.0,9.63701,-84.0089,51.10253132455918,False,False,False,False,26.137143645987994,-6.20928469633906,2.9807247344260452
2022,4.55149177958398,8.27477490232654,11.325,9.519801121663528,15.441169396937925,100.36,4061.6,11.703958962366205,33.1181,122.0,56.88,100.0,9.63701,-84.0089,54.79125298811768,False,False,False,False,93.71182576884806,3.7232831227425596,68.4718996841732
2002,1.42482126141282,2.907996885877615,3.31,8.008435774927253,16.229406140363054,114.29,3123.2,13.816689862311469,60.5515,127.0,38.75,75.0,23.1333,-82.3667,22.28713422285837,False,False,False,True,9.625469692254907,1.4831756244647951,8.456445888273906
2003,3.79274022304334,3.02504526252236,2.33,8.072086984585948,16.232261842601822,115.44,3188.8,13.88872012667445,60.4059,130.0,29.55,75.0,23.1333,-82.3667,18.56850180003476,False,False,False,True,7.048355461677098,-0.7676949605209802,9.150898840308972
2004,5.77053807021559,3.51799903099596,1.854,8.131595305263273,16.234878809125995,119.4,2921.5,13.69826862588494,59.4049,134.0,26.35,75.0,23.1333,-82.3667,20.94504497654508,False,False,False,True,6.522370203466511,-2.25253903921963,12.376317182088515
2005,10.299999301348668,4.10725070715931,1.95,8.239418674580113,16.236994064349627,96.47,2561.6,13.503806248170417,60.3968,135.0,19.83,75.0,23.1333,-82.3667,28.52011569326893,False,False,False,True,8.009138878960655,-6.192748594189358,16.869508371460654
2006,10.299999301348668,4.26717463390264,1.913,8.373549737430077,16.238413338336013,82.96,2782.8,13.519957591131924,60.3331,135.0,21.1,75.0,23.1333,-82.3667,37.22172353362046,False,False,False,True,8.163105074655752,-6.032824667446028,18.208779356222134
2007,7.26213696647943,4.81023704342911,1.788,8.478127755245085,16.23918636576318,91.75,2912.9,13.604134991499564,60.2421,134.0,25.58,75.0,23.1333,-82.3667,30.851809099652787,False,False,False,True,8.600703833651249,-2.45189992305032,23.138380413977625
2008,4.11682804164681,8.94995335353387,1.583,8.514614743031801,16.23958407982495,93.74,2674.2,13.54393933927073,59.7598,119.0,33.57,75.0,23.1333,-82.3667,42.87564766839378,False,False,False,True,14.167776158644115,4.833125311887059,80.10166503043216
2009,1.4513054307407,2.8604485590267403,1.67,8.535079316251418,16.239845917847003,95.78,2068.8,13.674750817954582,59.2756,120.0,32.21,75.0,23.1333,-82.3667,47.49617286858219,False,False,False,True,4.776949093574657,1.4091431282860403,8.182165958838155
2010,2.39035229650723,3.32634463368643,2.5,8.570405479424357,16.240084053871602,86.07,1937.2,13.565878000260088,58.8023,119.5,44.81,75.0,23.1333,-82.3667,67.36045690061235,False,False,False,True,8.315861584216076,0.9359923371792003,11.064568622054512
2011,2.80230083647626,4.822396360133251,3.18,8.716938904145639,16.240452389051217,90.24,2619.1,13.732844996949536,58.3163,120.0,44.14,75.0,23.1333,-82.3667,59.32200894959962,False,False,False,True,15.335220425223739,2.0200955236569906,23.255506654226426
2012,3.01490028898772,3.72532666110646,3.46,8.775215231894567,16.240594306138963,93.89,2803.2,13.819486642851848,58.2963,120.0,40.12,75.0,23.1333,-82.3667,49.590895995390376,False,False,False,True,12.889630247428352,0.7104263721187403,13.878058731950606
2013,2.74760256257211,2.613434022338155,3.29,8.828986870993344,16.240151146645264,97.38,2903.8,13.914725830232774,57.7202,121.0,40.96,75.0,23.1333,-82.3667,47.99769518870642,False,False,False,True,8.59819793349253,-0.13416854023395475,6.8300373891145885
2014,1.04757663187654,2.3937159720979158,2.7,8.874546547853022,16.23905372971546,97.45,2813.7,13.832938800010034,57.1431,121.0,47.59,75.0,23.1333,-82.3667,57.55834053586862,False,False,False,True,6.463033124664373,1.3461393402213757,5.72987615507667
2015,4.4383335888395,1.43702380935654,2.4,8.952724412813387,16.238104296994422,99.48,2964.6,13.581896001519569,56.792,121.0,30.82,75.0,23.1333,-82.3667,56.21114453516688,False,False,False,True,3.448857142455696,-3.00130977948296,2.065037428657581
2016,0.512843095700745,1.59691227583204,2.0,9.001045328744487,16.237265546701742,103.07,2939.3,13.743981043345345,56.6682,121.0,43.12,75.0,23.1333,-82.3667,42.69015900300816,False,False,False,True,3.19382455166408,1.084069180131295,2.5501288167030656
